target,symbol,mae__mae,mae__mse,mae__rmse,mae__direction_accuracy,mae__pearson_ic,mae__spearman_rho,mae__cosine_similarity,mae__std_gap,mae__l1_divergence,mae__dwt_distance,mae__kl_divergence,mae__wasserstein,mse__mae,mse__mse,mse__rmse,mse__direction_accuracy,mse__pearson_ic,mse__spearman_rho,mse__cosine_similarity,mse__std_gap,mse__l1_divergence,mse__dwt_distance,mse__kl_divergence,mse__wasserstein,rmse__mae,rmse__mse,rmse__rmse,rmse__direction_accuracy,rmse__pearson_ic,rmse__spearman_rho,rmse__cosine_similarity,rmse__std_gap,rmse__l1_divergence,rmse__dwt_distance,rmse__kl_divergence,rmse__wasserstein,direction_accuracy__mae,direction_accuracy__mse,direction_accuracy__rmse,direction_accuracy__direction_accuracy,direction_accuracy__pearson_ic,direction_accuracy__spearman_rho,direction_accuracy__cosine_similarity,direction_accuracy__std_gap,direction_accuracy__l1_divergence,direction_accuracy__dwt_distance,direction_accuracy__kl_divergence,direction_accuracy__wasserstein,pearson_ic__mae,pearson_ic__mse,pearson_ic__rmse,pearson_ic__direction_accuracy,pearson_ic__pearson_ic,pearson_ic__spearman_rho,pearson_ic__cosine_similarity,pearson_ic__std_gap,pearson_ic__l1_divergence,pearson_ic__dwt_distance,pearson_ic__kl_divergence,pearson_ic__wasserstein,spearman_rho__mae,spearman_rho__mse,spearman_rho__rmse,spearman_rho__direction_accuracy,spearman_rho__pearson_ic,spearman_rho__spearman_rho,spearman_rho__cosine_similarity,spearman_rho__std_gap,spearman_rho__l1_divergence,spearman_rho__dwt_distance,spearman_rho__kl_divergence,spearman_rho__wasserstein,cosine_similarity__mae,cosine_similarity__mse,cosine_similarity__rmse,cosine_similarity__direction_accuracy,cosine_similarity__pearson_ic,cosine_similarity__spearman_rho,cosine_similarity__cosine_similarity,cosine_similarity__std_gap,cosine_similarity__l1_divergence,cosine_similarity__dwt_distance,cosine_similarity__kl_divergence,cosine_similarity__wasserstein,std_gap__mae,std_gap__mse,std_gap__rmse,std_gap__direction_accuracy,std_gap__pearson_ic,std_gap__spearman_rho,std_gap__cosine_similarity,std_gap__std_gap,std_gap__l1_divergence,std_gap__dwt_distance,std_gap__kl_divergence,std_gap__wasserstein,l1_divergence__mae,l1_divergence__mse,l1_divergence__rmse,l1_divergence__direction_accuracy,l1_divergence__pearson_ic,l1_divergence__spearman_rho,l1_divergence__cosine_similarity,l1_divergence__std_gap,l1_divergence__l1_divergence,l1_divergence__dwt_distance,l1_divergence__kl_divergence,l1_divergence__wasserstein,dwt_distance__mae,dwt_distance__mse,dwt_distance__rmse,dwt_distance__direction_accuracy,dwt_distance__pearson_ic,dwt_distance__spearman_rho,dwt_distance__cosine_similarity,dwt_distance__std_gap,dwt_distance__l1_divergence,dwt_distance__dwt_distance,dwt_distance__kl_divergence,dwt_distance__wasserstein,kl_divergence__mae,kl_divergence__mse,kl_divergence__rmse,kl_divergence__direction_accuracy,kl_divergence__pearson_ic,kl_divergence__spearman_rho,kl_divergence__cosine_similarity,kl_divergence__std_gap,kl_divergence__l1_divergence,kl_divergence__dwt_distance,kl_divergence__kl_divergence,kl_divergence__wasserstein,wasserstein__mae,wasserstein__mse,wasserstein__rmse,wasserstein__direction_accuracy,wasserstein__pearson_ic,wasserstein__spearman_rho,wasserstein__cosine_similarity,wasserstein__std_gap,wasserstein__l1_divergence,wasserstein__dwt_distance,wasserstein__kl_divergence,wasserstein__wasserstein
volume_log_return,KO,1.0,0.941375,0.941375,0.465557,0.663582,0.6256095,0.674879,0.1236425,0.769412,0.7860135,0.2826095,0.239422,0.941375,1.0,1.0,0.4463735,0.6583875,0.621939,0.669337,0.118838,0.7671495,0.8025795,0.2840985,0.238497,0.941375,1.0,1.0,0.4463735,0.6583875,0.621939,0.669337,0.118838,0.7671495,0.8025795,0.2840985,0.238497,0.465557,0.4463735,0.4463735,1.0,0.6199395,0.5724425,0.624852,0.223943,0.466252,0.420885,0.145029,0.190346,0.663582,0.6583875,0.6583875,0.6199395,1.0,0.834431,0.9359225,0.199382,0.697892,0.604054,0.1994895,0.1984685,0.6256095,0.621939,0.621939,0.5724425,0.834431,1.0,0.824006,0.2029695,0.6542665,0.560633,0.2082795,0.204787,0.674879,0.669337,0.669337,0.624852,0.9359225,0.824006,1.0,0.210938,0.658132,0.6172645,0.2122535,0.2217705,0.1236425,0.118838,0.118838,0.223943,0.199382,0.2029695,0.210938,1.0,0.102585,0.1298815,0.1905685,0.322562,0.769412,0.7671495,0.7671495,0.466252,0.697892,0.6542665,0.658132,0.102585,1.0,0.690151,0.22164,0.1541095,0.7860135,0.8025795,0.8025795,0.420885,0.604054,0.560633,0.6172645,0.1298815,0.690151,1.0,0.28438,0.252842,0.2826095,0.2840985,0.2840985,0.145029,0.1994895,0.2082795,0.2122535,0.1905685,0.22164,0.28438,1.0,0.46683,0.239422,0.238497,0.238497,0.190346,0.1984685,0.204787,0.2217705,0.322562,0.1541095,0.252842,0.46683,1.0
volume_log_return,SO,1.0,0.953067,0.953067,0.431892,0.624504,0.5922495,0.637233,0.124161,0.751407,0.670675,0.2812445,0.2608575,0.953067,1.0,1.0,0.428756,0.6332295,0.59944,0.646478,0.1259245,0.7493685,0.679077,0.2800275,0.261492,0.953067,1.0,1.0,0.428756,0.6332295,0.59944,0.646478,0.1259245,0.7493685,0.679077,0.2800275,0.261492,0.431892,0.428756,0.428756,1.0,0.618477,0.57564,0.6261125,0.2188295,0.4233805,0.3448685,0.127243,0.184326,0.624504,0.6332295,0.6332295,0.618477,1.0,0.834665,0.930845,0.200194,0.6503805,0.4802765,0.2001515,0.1996095,0.5922495,0.59944,0.59944,0.57564,0.834665,1.0,0.8221535,0.202027,0.61156,0.455881,0.207929,0.206135,0.637233,0.646478,0.646478,0.6261125,0.930845,0.8221535,1.0,0.210903,0.6089675,0.4859915,0.2101445,0.2242235,0.124161,0.1259245,0.1259245,0.2188295,0.200194,0.202027,0.210903,1.0,0.099035,0.1254795,0.187895,0.3021475,0.751407,0.7493685,0.7493685,0.4233805,0.6503805,0.61156,0.6089675,0.099035,1.0,0.618581,0.2274665,0.1594465,0.670675,0.679077,0.679077,0.3448685,0.4802765,0.455881,0.4859915,0.1254795,0.618581,1.0,0.28588,0.2529575,0.2812445,0.2800275,0.2800275,0.127243,0.2001515,0.207929,0.2101445,0.187895,0.2274665,0.28588,1.0,0.45631,0.2608575,0.261492,0.261492,0.184326,0.1996095,0.206135,0.2242235,0.3021475,0.1594465,0.2529575,0.45631,1.0
volume_log_return,COST,1.0,0.948893,0.948893,0.430982,0.6257935,0.591566,0.637885,0.172966,0.7531425,0.793721,0.320339,0.274242,0.948893,1.0,1.0,0.4243245,0.633517,0.5995285,0.645594,0.1717245,0.7536585,0.804458,0.3195525,0.2741775,0.948893,1.0,1.0,0.4243245,0.633517,0.5995285,0.645594,0.1717245,0.7536585,0.804458,0.3195525,0.2741775,0.430982,0.4243245,0.4243245,1.0,0.6095215,0.565672,0.613334,0.201828,0.429129,0.4006815,0.125469,0.1774445,0.6257935,0.633517,0.633517,0.6095215,1.0,0.8372225,0.933821,0.2012735,0.652452,0.5857065,0.2005355,0.1995275,0.591566,0.5995285,0.5995285,0.565672,0.8372225,1.0,0.825698,0.200655,0.6130555,0.5449275,0.207743,0.2039225,0.637885,0.645594,0.645594,0.613334,0.933821,0.825698,1.0,0.2088265,0.612772,0.6006675,0.2117615,0.223543,0.172966,0.1717245,0.1717245,0.201828,0.2012735,0.200655,0.2088265,1.0,0.145004,0.1769795,0.2253055,0.323621,0.7531425,0.7536585,0.7536585,0.429129,0.652452,0.6130555,0.612772,0.145004,1.0,0.6835,0.2534715,0.169961,0.793721,0.804458,0.804458,0.4006815,0.5857065,0.5449275,0.6006675,0.1769795,0.6835,1.0,0.319383,0.2861385,0.320339,0.3195525,0.3195525,0.125469,0.2005355,0.207743,0.2117615,0.2253055,0.2534715,0.319383,1.0,0.47082,0.274242,0.2741775,0.2741775,0.1774445,0.1995275,0.2039225,0.223543,0.323621,0.169961,0.2861385,0.47082,1.0
volume_log_return,LMT,1.0,0.943745,0.943745,0.4431255,0.6262835,0.592236,0.6372345,0.1264065,0.7513535,0.7881125,0.2943335,0.257096,0.943745,1.0,1.0,0.437731,0.6345105,0.600536,0.6453735,0.126257,0.752296,0.7949555,0.2939465,0.2566765,0.943745,1.0,1.0,0.437731,0.6345105,0.600536,0.6453735,0.126257,0.752296,0.7949555,0.2939465,0.2566765,0.4431255,0.437731,0.437731,1.0,0.628978,0.5817485,0.637437,0.2188045,0.432084,0.408582,0.1408035,0.1825265,0.6262835,0.6345105,0.6345105,0.628978,1.0,0.837518,0.9349815,0.2001055,0.6552045,0.572096,0.200287,0.199589,0.592236,0.600536,0.600536,0.5817485,0.837518,1.0,0.82611,0.2019125,0.615271,0.531491,0.2075175,0.2039785,0.6372345,0.6453735,0.6453735,0.637437,0.9349815,0.82611,1.0,0.210798,0.6150235,0.5851385,0.2090605,0.222982,0.1264065,0.126257,0.126257,0.2188045,0.2001055,0.2019125,0.210798,1.0,0.100981,0.1347785,0.1724485,0.307989,0.7513535,0.752296,0.752296,0.432084,0.6552045,0.615271,0.6150235,0.100981,1.0,0.6785385,0.2422875,0.157278,0.7881125,0.7949555,0.7949555,0.408582,0.572096,0.531491,0.5851385,0.1347785,0.6785385,1.0,0.2845225,0.2700875,0.2943335,0.2939465,0.2939465,0.1408035,0.200287,0.2075175,0.2090605,0.1724485,0.2422875,0.2845225,1.0,0.4351,0.257096,0.2566765,0.2566765,0.1825265,0.199589,0.2039785,0.222982,0.307989,0.157278,0.2700875,0.4351,1.0
volume_log_return,CME,1.0,0.9504335,0.950433,0.4228565,0.6331505,0.602991,0.646061,0.1129155,0.755948,0.664473,0.2504135,0.242138,0.9504335,1.0,0.9999995,0.409534,0.6307545,0.601034,0.643212,0.1097695,0.7547775,0.6726975,0.2492775,0.241118,0.950433,0.9999995,1.0,0.409534,0.6307545,0.6010345,0.643212,0.1097695,0.754778,0.6726975,0.2492775,0.241118,0.4228565,0.409534,0.409534,1.0,0.5888875,0.5454385,0.5926435,0.2249135,0.423412,0.339624,0.1228255,0.1781195,0.6331505,0.6307545,0.6307545,0.5888875,1.0,0.835298,0.9325905,0.19919,0.6640925,0.486623,0.199251,0.198231,0.602991,0.601034,0.6010345,0.5454385,0.835298,1.0,0.8235305,0.202564,0.6270295,0.4695315,0.2081495,0.2060085,0.646061,0.643212,0.643212,0.5926435,0.9325905,0.8235305,1.0,0.2107895,0.623754,0.4921765,0.210973,0.2229245,0.1129155,0.1097695,0.1097695,0.2249135,0.19919,0.202564,0.2107895,1.0,0.0897025,0.1104405,0.2157145,0.318173,0.755948,0.7547775,0.754778,0.423412,0.6640925,0.6270295,0.623754,0.0897025,1.0,0.6210545,0.1994375,0.14836,0.664473,0.6726975,0.6726975,0.339624,0.486623,0.4695315,0.4921765,0.1104405,0.6210545,1.0,0.2488855,0.229785,0.2504135,0.2492775,0.2492775,0.1228255,0.199251,0.2081495,0.210973,0.2157145,0.1994375,0.2488855,1.0,0.46116,0.242138,0.241118,0.241118,0.1781195,0.198231,0.2060085,0.2229245,0.318173,0.14836,0.229785,0.46116,1.0
volume_log_return,MSI,1.0,0.95202,0.9520205,0.3879435,0.582625,0.5528355,0.5932265,0.1246115,0.7353725,0.75516,0.3063665,0.254478,0.95202,1.0,0.9999995,0.3776735,0.579043,0.550155,0.589025,0.1214075,0.734936,0.759168,0.3073115,0.2538005,0.9520205,0.9999995,1.0,0.3776735,0.5790435,0.5501555,0.589025,0.1214075,0.7349365,0.7591675,0.307311,0.2538005,0.3879435,0.3776735,0.3776735,1.0,0.5910635,0.544483,0.5980365,0.214438,0.379437,0.334397,0.1173795,0.172791,0.582625,0.579043,0.5790435,0.5910635,1.0,0.8153905,0.9349835,0.19993,0.6013725,0.474031,0.2006975,0.200707,0.5528355,0.550155,0.5501555,0.544483,0.8153905,1.0,0.803299,0.2024125,0.5687575,0.4587155,0.208826,0.2054395,0.5932265,0.589025,0.589025,0.5980365,0.9349835,0.803299,1.0,0.210474,0.561193,0.4836545,0.2108645,0.225602,0.1246115,0.1214075,0.1214075,0.214438,0.19993,0.2024125,0.210474,1.0,0.0926995,0.1176925,0.199615,0.312502,0.7353725,0.734936,0.7349365,0.379437,0.6013725,0.5687575,0.561193,0.0926995,1.0,0.6470405,0.241937,0.14502,0.75516,0.759168,0.7591675,0.334397,0.474031,0.4587155,0.4836545,0.1176925,0.6470405,1.0,0.309388,0.2621055,0.3063665,0.3073115,0.307311,0.1173795,0.2006975,0.208826,0.2108645,0.199615,0.241937,0.309388,1.0,0.43575,0.254478,0.2538005,0.2538005,0.172791,0.200707,0.2054395,0.225602,0.312502,0.14502,0.2621055,0.43575,1.0
volume_log_return,MMM,1.0,0.938193,0.938193,0.460348,0.657971,0.621402,0.6699175,0.1288205,0.766721,0.7689605,0.281345,0.24492,0.938193,1.0,1.0,0.444024,0.654046,0.620767,0.665811,0.1257015,0.763592,0.783598,0.282155,0.245138,0.938193,1.0,1.0,0.444024,0.654046,0.620767,0.665811,0.1257015,0.763592,0.783598,0.282155,0.245138,0.460348,0.444024,0.444024,1.0,0.6153565,0.570761,0.622557,0.222729,0.4489975,0.3916365,0.1648765,0.1853045,0.657971,0.654046,0.654046,0.6153565,1.0,0.8388085,0.9349125,0.1995565,0.687768,0.5732005,0.199198,0.198081,0.621402,0.620767,0.620767,0.570761,0.8388085,1.0,0.8283985,0.2024425,0.6465245,0.538196,0.208438,0.204793,0.6699175,0.665811,0.665811,0.622557,0.9349125,0.8283985,1.0,0.210482,0.648137,0.585956,0.211675,0.2216635,0.1288205,0.1257015,0.1257015,0.222729,0.1995565,0.2024425,0.210482,1.0,0.1058795,0.130395,0.1857675,0.315726,0.766721,0.763592,0.763592,0.4489975,0.687768,0.6465245,0.648137,0.1058795,1.0,0.675204,0.22209,0.1566925,0.7689605,0.783598,0.783598,0.3916365,0.5732005,0.538196,0.585956,0.130395,0.675204,1.0,0.284097,0.2576705,0.281345,0.282155,0.282155,0.1648765,0.199198,0.208438,0.211675,0.1857675,0.22209,0.284097,1.0,0.4781495,0.24492,0.245138,0.245138,0.1853045,0.198081,0.204793,0.2216635,0.315726,0.1566925,0.2576705,0.4781495,1.0
volume_log_return,CMCSA,1.0,0.9435125,0.9435125,0.410328,0.6179995,0.5853795,0.6295965,0.131971,0.7497265,0.7843085,0.3081915,0.267882,0.9435125,1.0,1.0,0.410587,0.629007,0.5961315,0.6407465,0.1328305,0.749987,0.7952905,0.306769,0.267975,0.9435125,1.0,1.0,0.410587,0.629007,0.5961315,0.6407465,0.1328305,0.749987,0.7952905,0.306769,0.267975,0.410328,0.410587,0.410587,1.0,0.5997055,0.5564135,0.6030775,0.2147715,0.414051,0.3707885,0.1151495,0.162865,0.6179995,0.629007,0.629007,0.5997055,1.0,0.834839,0.9337675,0.200438,0.645957,0.5581635,0.2002095,0.199267,0.5853795,0.5961315,0.5961315,0.5564135,0.834839,1.0,0.823542,0.2016315,0.608487,0.5216255,0.207565,0.20375,0.6295965,0.6407465,0.6407465,0.6030775,0.9337675,0.823542,1.0,0.2105735,0.605985,0.5716245,0.2106705,0.223084,0.131971,0.1328305,0.1328305,0.2147715,0.200438,0.2016315,0.2105735,1.0,0.105306,0.1385185,0.194666,0.30248,0.7497265,0.749987,0.749987,0.414051,0.645957,0.608487,0.605985,0.105306,1.0,0.675266,0.244672,0.1634945,0.7843085,0.7952905,0.7952905,0.3707885,0.5581635,0.5216255,0.5716245,0.1385185,0.675266,1.0,0.3054525,0.281204,0.3081915,0.306769,0.306769,0.1151495,0.2002095,0.207565,0.2106705,0.194666,0.244672,0.3054525,1.0,0.45505,0.267882,0.267975,0.267975,0.162865,0.199267,0.20375,0.223084,0.30248,0.1634945,0.281204,0.45505,1.0
volume_log_return,FAST,1.0,0.9576425,0.9576425,0.4011135,0.602739,0.5700655,0.6132185,0.134681,0.7419375,0.77112,0.313937,0.251732,0.9576425,1.0,0.9999995,0.394766,0.6072805,0.5749515,0.618019,0.1354035,0.7402045,0.7738365,0.3143915,0.2526415,0.9576425,0.9999995,1.0,0.394766,0.6072805,0.574952,0.618019,0.1354035,0.740204,0.773837,0.3143915,0.2526415,0.4011135,0.394766,0.394766,1.0,0.599254,0.558392,0.604473,0.2126915,0.399251,0.3436905,0.159672,0.1784645,0.602739,0.6072805,0.6072805,0.599254,1.0,0.834857,0.934438,0.200454,0.625698,0.519498,0.199698,0.1991165,0.5700655,0.5749515,0.574952,0.558392,0.834857,1.0,0.8237965,0.201412,0.588388,0.4922095,0.2081245,0.203752,0.6132185,0.618019,0.618019,0.604473,0.934438,0.8237965,1.0,0.210043,0.5853135,0.530566,0.2120655,0.2225975,0.134681,0.1354035,0.1354035,0.2126915,0.200454,0.201412,0.210043,1.0,0.106524,0.138033,0.211285,0.316048,0.7419375,0.7402045,0.740204,0.399251,0.625698,0.588388,0.5853135,0.106524,1.0,0.6590605,0.240813,0.147597,0.77112,0.7738365,0.773837,0.3436905,0.519498,0.4922095,0.530566,0.138033,0.6590605,1.0,0.3146445,0.263666,0.313937,0.3143915,0.3143915,0.159672,0.199698,0.2081245,0.2120655,0.211285,0.240813,0.3146445,1.0,0.4661795,0.251732,0.2526415,0.2526415,0.1784645,0.1991165,0.203752,0.2225975,0.316048,0.147597,0.263666,0.4661795,1.0
volume_log_return,TEL,1.0,0.951249,0.951249,0.3946495,0.5907255,0.5596595,0.603601,0.1238595,0.7378775,0.676031,0.2829845,0.2685485,0.951249,1.0,0.9999995,0.3814895,0.585444,0.554911,0.5976235,0.120113,0.7376725,0.6824765,0.2837725,0.2683645,0.951249,0.9999995,1.0,0.381489,0.5854435,0.5549105,0.597623,0.1201125,0.7376725,0.6824765,0.283773,0.2683645,0.3946495,0.3814895,0.381489,1.0,0.591126,0.5452635,0.5966505,0.21265,0.388462,0.297663,0.1457325,0.1713855,0.5907255,0.585444,0.5854435,0.591126,1.0,0.8243735,0.931707,0.199978,0.6090715,0.4433075,0.2006285,0.200898,0.5596595,0.554911,0.5549105,0.5452635,0.8243735,1.0,0.8110795,0.2017325,0.575887,0.425753,0.207891,0.205115,0.603601,0.5976235,0.597623,0.5966505,0.931707,0.8110795,1.0,0.2103295,0.5689185,0.449738,0.2135235,0.226537,0.1238595,0.120113,0.1201125,0.21265,0.199978,0.2017325,0.2103295,1.0,0.092361,0.1206045,0.2122925,0.3093885,0.7378775,0.7376725,0.7376725,0.388462,0.6090715,0.575887,0.5689185,0.092361,1.0,0.6158025,0.218963,0.156891,0.676031,0.6824765,0.6824765,0.297663,0.4433075,0.425753,0.449738,0.1206045,0.6158025,1.0,0.280863,0.2577235,0.2829845,0.2837725,0.283773,0.1457325,0.2006285,0.207891,0.2135235,0.2122925,0.218963,0.280863,1.0,0.47059,0.2685485,0.2683645,0.2683645,0.1713855,0.200898,0.205115,0.226537,0.3093885,0.156891,0.2577235,0.47059,1.0
